Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-11-25,Raging Bull,1980,https://boxd.it/5dpqTD,5,,"Thanks to my secret Santa for this 

I love my fellas
-----
Scorsese and de Niro have something special. I'm glad they've been making films together for so long. Here's to one more.","fellas, criterion",2023-11-24
2023-11-26,Napoleon,2023,https://boxd.it/5dFVH1,3.5,,"“Destiny brought me this lamb chop.”

<i>Napoleon is funny.</i> Not as much as it is brutal, though. 

I liked Joaquin and Vanessa and thought their chemistry was as cold and calculated as the winter which resulted in Napoleon's exile. I enjoyed watching this presentation in IMAX and thought it was worth it.","in theaters, imax",2023-11-25
2023-11-26,C'est la Vie,2016,https://boxd.it/5dMRDN,4,Yes,"Watched with Clay, Sam, Tommy, Cece, and Grace",youtube,2023-11-25
2023-11-29,The Holdovers,2023,https://boxd.it/5eW0rD,4,,"lovely. just lovely.

you never know what someone else has been through.","in theaters, moviepass",2023-11-28
2023-11-30,Evan Almighty,2007,https://boxd.it/5f7uxj,2,,this came out the summer before I left home for bible college.,max,2023-11-29
2023-12-01,Pulse,2006,https://boxd.it/5fvUid,2,,oh my god 😱 <i>this</i> is the bad place!,youtube,2023-11-30
2023-12-03,Aftersun,2022,https://boxd.it/5gjvNF,5,Yes,"<blockquote>
Sophie: Don't you ever feel like... you've just done a whole amazing day and then you come home and feel tired and down and... it feels like your organs don't work, they're just tired, and everything is tired. Like you're sinking. I don't know, it's weird.</blockquote>yes, Sophie, I do feel like that sometimes","paramount+, jsyd",2023-12-03
2023-12-04,Dream Scenario,2023,https://boxd.it/5gv0Y7,,,I honestly don’t know how I feel about this. I need to think about it,"in theaters, moviepass",2023-12-03
2023-12-05,Godzilla Minus One,2023,https://boxd.it/5gTuiN,4.5,,epic,"imax, in theaters",2023-12-04
2023-12-07,First Reformed,2017,https://boxd.it/5hB771,5,Yes,Watched with Paul Schrader’s commentary.,youtube,2023-12-06
2023-12-08,The Boy and the Heron,2023,https://boxd.it/5hTOqL,4.5,,"So many birds, so much poop

Watched with Lydia","in theaters, moviepass",2023-12-07
2023-12-08,Resolution,2012,https://boxd.it/5hUUEL,4,Yes,"Watch this, then watch <i>The Endless</i>, and then watch all the cool shit these filmmakers have been able to insert into Marvel series like <i>Moon Knight</i>.",,2023-12-08
2023-12-09,Spotlight,2015,https://boxd.it/5igBBd,4.5,,wow. thank god for plex and fuck the catholic church.,,2023-12-09
2023-12-10,Hook,1991,https://boxd.it/5isa7p,4.5,,to live... to live will be an awfully big adventure,youtube,2023-12-09
2023-12-11,It's Not About Fear,2023,https://boxd.it/5iW6Ef,4.5,,"beautiful story, i'm crying rn","alter, youtube",2023-12-10
2023-12-12,Murder Camp,2023,https://boxd.it/5jllU3,4.5,,honestly the ending is so worth it. I laughed so hard I farted,"youtube, alter",2023-12-11
2023-12-13,The Lighthouse,2019,https://boxd.it/5jKKjL,5,Yes,it’s a penis,primevideo,2023-12-12
2023-12-14,Saint Maud,2019,https://boxd.it/5jR159,4.5,Yes,oh,primevideo,2023-12-13
2023-12-14,The Fool's Mate,2022,https://boxd.it/5k4e7t,4.5,,"yes, yes, very good","omeleto, youtube",2023-12-13
2023-12-14,Aftersun,2022,https://boxd.it/5k5G0H,5,Yes,"My rewatches might betray the notion that I find this to be a comfort movie. That is not true.

I have wept every time. This film tells many secrets through a little girl’s eyes.",,2023-12-14
2023-12-15,Avengers: Age of Ultron,2015,https://boxd.it/5knJbT,3,,Apps Dev Team Builder at Fondren Public,television at a bar,2023-12-14
2023-12-18,Die Hard,1988,https://boxd.it/5lwYrT,4.5,,"Given the cultural significance and influence <i>Die Hard</i> has had on some of my favorite media, I'm not surprised I loved it. I will say I was concerned I would not have fun with it, but it is absolutely a great time watching this movie.

Thanks to Mississippi Film Society and Fertile Ground Beer Co for this screening!",television at a bar,2023-12-17
2023-12-18,Basically,2014,https://boxd.it/5lxRUB,3,Yes,Lou Ferrigno Jr is hot,youtube,2023-12-17
2023-12-19,The Night Nurse,2022,https://boxd.it/5lJ4Yj,4,,the title graphics need some work... but i liked everything else.,"alter, youtube",2023-12-18
2023-12-19,Godzilla Minus One,2023,https://boxd.it/5lTYAH,4.5,Yes,"watched with Hunter, Victoria, Aaron, and Jamie ","in theaters, moviepass",2023-12-18
2023-12-20,We're Not Safe Here,2022,https://boxd.it/5mggrH,3.5,,pretty fun,youtube,2023-12-19
2023-12-23,Radius,2017,https://boxd.it/5ngjSF,3.5,,the folks who made this obviously cared. that means something to me.,youtube,2023-12-22
2023-12-24,Tweet,2015,https://boxd.it/5nFbzF,4.5,,omg plot twist ,youtube,2023-12-23
2023-12-24,Wonka,2023,https://boxd.it/5nTQ3D,4,,"Watched with Clayton

<i>Wonka</i> is a lovely time, especially with family and friends. Thankful for this time of year when I get to see my people from out of town.",in theaters,2023-12-23
2023-12-25,The Iron Claw,2023,https://boxd.it/5ogCej,4,,Watched with Jonathan,"in theaters, moviepass, jawnmizzles",2023-12-24
2023-12-25,Saltburn,2023,https://boxd.it/5oq19V,4.5,Yes,"watched with yared and josh

merry Christmas 🎄","fellas, primevideo",2023-12-24
2023-12-26,The Green Knight,2021,https://boxd.it/5oIezN,5,Yes,Christ is born,primevideo,2023-12-25
2023-12-26,Violent Night,2022,https://boxd.it/5oXKf1,3.5,,recommended by V1NNY,primevideo,2023-12-25
2023-12-27,The Goodnight Show,2018,https://boxd.it/5pcrlp,3.5,,Well-written,"youtube, omeleto",2023-12-26
2023-12-27,Thanksgiving,2023,https://boxd.it/5pqyuL,2,,Watched with Ryan,,2023-12-26
2023-12-28,Enter the Void,2009,https://boxd.it/5pMl5x,5,Yes,the hardest title cards ever,,2023-12-27
2024-01-02,Close Encounters of the Third Kind,1977,https://boxd.it/5t9SPr,,,First watch of 2024,mubi,2024-01-01
2024-01-04,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/5uqTih,4,Yes,"this earned half a star because of Rachel Zegler.

not because of her acting, but because when she sang, she had something to say.

watched with Jennie","jsyd, in theaters, moviepass",2024-01-03
2024-01-04,Kalley's Last Review,2020,https://boxd.it/5usV8d,3,,"I guess it's like a biopic but about a sad vlogger? pretty good, and kind of funny, and very sad, as all horror should be. Using text to provide the twist to your story just feels... lazy? IDK really but that doesn't actually take away from the satire. ",alter,2024-01-03
2024-01-05,The Land Before Time,1988,https://boxd.it/5uDD9f,5,,"“Then, Little Foot knew for certain he was alone…”

34 year old man (me): 😭",youtube,2024-01-04
2024-01-05,10 Cloverfield Lane,2016,https://boxd.it/5v20IZ,3.5,Yes,I ❤️ MEW,youtube,2024-01-04
2024-01-06,Night Swim,2024,https://boxd.it/5vq7w5,2.5,,"Kerry what are you doing here, Blumhouse doesn't deserve you.

All the underwater sequences were cool as fuck though",,2024-01-05
2024-01-07,Mean Girls,2004,https://boxd.it/5wilVB,4,Yes,"lol my mom had never seen this before

watched with mom, Mallory, and Maddie",youtube,2024-01-06
2024-01-07,Too Many Cooks,2014,https://boxd.it/5wCQBn,4.5,,lol I showed this to my mom. I hadn’t seen it since college and forgot a lot. this is hilarious to just surprise people with,youtube,2024-01-07
2024-01-08,Oppenheimer,2023,https://boxd.it/5x1arZ,4.5,Yes,Watched with my mom,4k,2024-01-07
2024-01-10,My Own Private Idaho,1991,https://boxd.it/5ynp8r,4,,Watched with Lydia & Quentin,criterion,2024-01-09
2024-01-11,Who Goes There?,2020,https://boxd.it/5yKvmv,4,,"<i>When Evil Smirks</i>
<br />
<a href=""https://www.youtube.com/watch?v=hX3DT63EvGk"">Watch this on ALTER for free</a>","youtube, alter",2024-01-10
2024-01-11,Foe,2023,https://boxd.it/5yPhxz,3.5,,good but something is off.,primevideo,2024-01-10
2024-01-11,The Boy and the Heron,2023,https://boxd.it/5yUSLN,4.5,Yes,"""I hope you know what a good boy you are""","in theaters, moviepass",2024-01-11
2024-01-12,Pitch Black,2000,https://boxd.it/5zqAGz,4,Yes,I haven't seen this since middle school or high school. I loved Riddick then and it's still so much fun now.,youtube,2024-01-12
2024-01-13,Rising Hope,,https://boxd.it/5zxfCZ,4.5,,"A documentary feature set in the Mississippi Delta manages to share the stories of the people living there without making it a sob story. The bad and the ugly aren't ignored, but they aren't the heart of this 100-minute showcase of Mississippi grit. 

Thanks to the Mississippi Film Society along with Together for Hope for making this screening at the Capri possible.

Watched with Micah and Jeana","in theaters, jxnfilmclub",2024-01-11
2024-01-13,The Beekeeper,2024,https://boxd.it/5zSceR,3.5,,"I use Jabra earbuds to protect my hearing. Jabra has a ""hear through"" feature enabled by the microphone array in the earbuds, so connecting them to my phone and playing a track of silence on Spotify is enough to keep it active during the runtime.

This IMAX presentation was enjoyable thanks to my Jabra earbuds.",imax,2024-01-12
2024-01-16,Nocturne,2020,https://boxd.it/5BLniz,2,,"foow

<br>
watched with yared via watch party","primevideo, fellas",2024-01-16
2024-01-17,Beau Travail,1999,https://boxd.it/5C9osj,4,,"you know, claire denis is right, the military is pretty gay if you think about it",criterion,2024-01-16
2024-01-19,Sunshine,2007,https://boxd.it/5D1WzV,4.5,Yes,I fucking love this movie,4k,2024-01-18
2024-01-19,Infracktion,2020,https://boxd.it/5D6hjH,1,,sucked,"youtube, alter",2024-01-18
2024-01-19,Aftersun,2022,https://boxd.it/5D8qpX,5,Yes,Watched with director commentary,4k,2024-01-18
2024-01-20,The Jellyfish Man,2022,https://boxd.it/5Did0b,4,,creative. ,"omeleto, youtube",2024-01-19
2024-01-20,Paternoster,2024,https://boxd.it/5DlZNh,2,,a lot of setup. no payoff.,youtube,2024-01-19
2024-01-21,Midsommar,2019,https://boxd.it/5DJ4XH,5,Yes,Director’s cut,4k,2024-01-20
2024-01-21,The Court Jester,2024,https://boxd.it/5DXdm9,4,,kind and affirming.,youtube,2024-01-20
2024-01-21,Foragers,2022,https://boxd.it/5E3mJt,4.5,,"Viva, viva, Palestina!

Now streaming for free on <a href=""https://lecinemaclub.com"">Le Cinema Club</a>",lecinemaclub,2024-01-20
2024-01-21,I.S.S.,2023,https://boxd.it/5E8qtf,3,,"I think this is a fine time in the theater.

I will also report that when my showtime let out this evening, there were two other folks in the theater. Another auditorium showing <i>Anyone But You</i> had at least 15 people come out at the same time as our show ended.","in theaters, moviepass",2024-01-20
2024-01-21,Alex's Dream,2018,https://boxd.it/5Ef6WF,4.5,,"weird. but like, cool weird.",youtube,2024-01-21
2024-01-22,Fannie Lou Hamer’s America,2022,https://boxd.it/5ExGtF,4.5,,"Thanks to the Mississippi Film Office, Mississippi Humanities Council, and the Two Mississippi Museums for screening this.",jxnfilmclub,2024-01-21
2024-01-22,The Party Job,2022,https://boxd.it/5ECNRz,4,,Perfect ending,"youtube, omeleto",2024-01-21
2024-01-24,Oppenheimer,2023,https://boxd.it/5FL12Z,4.5,Yes,"I watched the special features disc which has approximately 3hrs of content, so I’m just logging the film itself since the BTS content won’t otherwise be on Letterboxd",4k,2024-01-23
2024-01-25,I Will Despise You,2020,https://boxd.it/5FSnnf,4,,really gets the romance right,"omeleto, youtube",2024-01-24
2024-01-25,Maryla,2023,https://boxd.it/5FZe3J,2.5,,meh,"alter, youtube",2024-01-24
2024-01-25,Paternoster,2024,https://boxd.it/5G0ukX,2,Yes,Otis has never smoked a cigarette in his life,youtube,2024-01-24
2024-01-25,Black Box,2021,https://boxd.it/5G1nYN,2.5,,I loved how desperate the female lead is but I didn’t like the male lead,"omeleto, youtube",2024-01-24
2024-01-25,Hackers,1995,https://boxd.it/5Ga70v,4.5,Yes,"Ok finally increasing this to 4.5 stars just because of the nostalgia 

I love this because of its creative camp",max,2024-01-24
2024-01-26,The Break,2015,https://boxd.it/5GBzwN,3,,baby barry,"youtube, omeleto",2024-01-25
2024-01-26,Paternoster,2024,https://boxd.it/5GBZCR,3,Yes,"on a third watch I finally found the thing. 

IYKYK
















I also did something and watched this with no audio. Just completely muted. I wanted to see how it felt to read this story only through images because various aspects kept distracting me. I found this to be rewarding, as the shots are thoughtfully designed and I can tell great care was given in editing. 

The sequence of Cam reaching into the safe… 🤔",wmwyw,2024-01-25
2024-01-27,Wash Club,2016,https://boxd.it/5GMlUj,3.5,,Tom Blyth,,2024-01-26
2024-01-29,Unicorns,2019,https://boxd.it/5IgMM1,4.5,,"I love HOW the director chose a happy ending, not just that the ending IS happy","omeleto, youtube",2024-01-28
2024-01-29,Tapes,2020,https://boxd.it/5IhELB,4,,"It does seem to me that someone saying “I’m an empath” is usually followed by laughter, and I think it is quite clever writing here because it made me laugh along with the family and enjoy the release. Well done 👍🏻","youtube, omeleto",2024-01-28
2024-01-31,The Holdovers,2023,https://boxd.it/5JbjZJ,4.5,Yes,Watched with Mary on the eve of her birthday,"in theaters, merry",2024-01-30
2024-01-31,Paternoster,2024,https://boxd.it/5JdHnj,3,Yes,"it's a cycle.
it's a circle.
it's always repeating.

samo has a grasp for storytelling, but I think he overreached writing characters in a marriage relationship.",youtube,2024-01-30
2024-02-01,X,2022,https://boxd.it/5JCSjd,4.5,Yes,Watched with Hunter,primevideo,2024-01-31
2024-02-02,Crazy Car,2019,https://boxd.it/5JQfDV,3.5,,fun horror short (runtime ~7m),"alter, youtube",2024-02-01
2024-02-02,When the Time Comes,2022,https://boxd.it/5K5tQJ,3.5,,Good. Sad,"alter, youtube",2024-02-02
2024-02-04,Bodies Bodies Bodies,2022,https://boxd.it/5KNuS5,4.5,Yes,Watched with Hunter and Aaron,hulu,2024-02-03
2024-02-04,Get Ready with Me,2019,https://boxd.it/5KRA0B,4,,it’s… something else,"youtube, omeleto",2024-02-03
2024-02-04,No Country for Old Men,2007,https://boxd.it/5KVQXd,5,Yes,This changed my life when I first saw it. It changed because I started to ask a lot more questions than I ever got answers for,youtube,2024-02-03
2024-02-05,The Lion,2017,https://boxd.it/5Lmsxf,4,,AS STANDARD,"omeleto, youtube",2024-02-04
2024-02-07,Poor Things,2023,https://boxd.it/5Mpsy3,4.5,,"the first Yorgos Lanthimos film I've seen which hasn't left me with a profound depression. genuinely funny and wildly honest about the shortcomings of men.

watched with Alex and Heath.","heathwalt, in theaters, moviepass",2024-02-06
2024-02-07,The Curse,2023,https://boxd.it/5Mralf,4,,great time to be an Emma Stone fan,hulu,2024-02-07
2024-02-10,Beau Is Afraid,2023,https://boxd.it/5NDTxt,4.5,Yes,"A boy came over and watched the first 2 hours and left before the movie was over. He wanted to kiss me and I responded “This isn’t a make out movie,” but I let him kiss me on the cheek. Then I finished the movie. 

Now I’m just sad.",hulu,2024-02-09
